Time (Sec.),Cold (Volts),Hot (Volts),Total (Volts),T1 (Deg C),T2 (Deg C),T4 (Deg C),T5 (Deg C)
5496,2.53,3.02,2.93,17.43,50.86,44.15,35.09
5498,2.57,2.97,2.93,17.99,50.68,44.15,34.91
5500,2.55,3.15,3.12,17.62,50.86,42.88,34.91
5502,2.55,3.07,2.97,17.43,50.86,43.97,34.91
5504,2.55,3.01,2.91,17.62,50.86,43.79,35.09
5506,2.58,3.14,2.77,17.24,51.04,43.25,34.72
5508,2.55,3.1,2.91,17.8,50.86,42.7,35.45
5510,2.57,3.15,2.88,17.43,51.04,41.8,35.27
5512,2.56,3.1,2.95,17.24,51.04,42.52,35.27
5514,2.55,3.08,3.02,17.62,50.86,43.61,35.27
5516,2.55,3.1,2.99,17.43,50.86,42.7,35.63
5518,2.53,3.1,2.88,17.43,50.5,43.25,35.27
5520,2.53,3.12,2.9,17.8,50.86,42.16,35.27
5522,2.55,3.1,2.64,17.62,51.04,45.06,35.09
5524,2.58,3.12,2.93,17.99,50.5,41.98,34.91
5526,2.56,3.07,2.87,17.62,50.86,42.88,34.18
5528,2.53,3.14,2.91,18.36,50.5,39.98,34.91
5530,2.57,3.13,3.1,18.17,50.5,42.52,35.09
5532,2.57,3.11,2.95,17.8,50.86,41.8,34.91
5534,2.58,3.1,3.07,18.36,50.5,43.07,35.99
5536,2.55,3.07,2.94,17.99,50.68,41.8,34.91
5538,2.53,2.94,2.84,17.99,50.5,42.88,34.91
5540,2.53,3.06,2.94,18.17,50.5,42.7,34.72
5542,2.53,3.06,3.08,17.62,50.86,41.98,35.09
5544,2.54,2.98,3.04,18.17,50.5,42.34,35.27
5546,2.56,3.12,3.03,18.17,50.5,41.43,34.36
5548,2.58,3.1,2.97,18.17,50.5,43.97,35.45
5550,2.56,3.14,2.99,18.36,50.5,42.88,35.27
5552,2.55,3.08,2.94,18.17,50.68,42.34,34.91
5554,2.59,3.1,2.97,18.17,50.5,42.34,35.27
5556,2.55,3.12,2.97,18.36,50.5,44.52,35.45
5558,2.45,2.94,2.86,17.99,50.5,44.15,34.91
5560,2.37,2.85,2.58,18.17,50.5,42.34,34.91
5562,2.35,2.87,2.76,17.8,50.5,41.07,35.27
5564,2.33,2.81,2.77,17.99,50.5,42.7,34.91
5566,2.36,2.89,2.7,18.17,50.5,43.07,35.27
5568,2.36,2.84,2.72,17.99,50.5,42.7,34.72
5570,2.41,2.84,2.61,18.17,50.5,42.88,35.27
5572,2.4,2.93,2.81,18.17,50.5,43.97,34.91
5574,2.5,3.07,2.8,17.99,50.5,42.52,35.45
5576,2.52,3.06,2.83,18.17,50.32,41.8,35.27
5578,2.59,2.96,2.86,17.99,50.5,43.79,35.63
5580,2.54,3.05,2.96,18.17,50.5,42.88,34.91
5582,2.53,3.06,3.02,17.62,50.86,43.07,35.45
5584,2.54,3.12,2.95,18.17,50.5,42.16,34.91
5586,2.5,3.03,2.87,18.36,50.32,42.7,35.27
5588,2.5,3.04,3.1,17.99,50.5,40.71,35.45
5590,2.52,2.99,2.83,18.17,50.5,40.89,34.72
5592,2.51,3.07,2.99,17.62,50.86,42.34,34.91
5594,2.5,3.04,2.91,17.99,50.5,42.88,35.63
5596,2.53,2.98,2.97,18.36,50.32,42.52,34.54
5598,2.55,3.07,2.8,17.8,50.68,43.79,34.91
5600,2.55,2.99,2.93,18.17,50.5,43.97,36.17
5602,2.56,3.06,3.03,17.43,50.86,41.25,35.27
5604,2.58,3.13,2.92,18.17,50.68,43.25,34.72
5606,2.55,3.01,2.96,18.36,50.5,43.97,35.09
5608,2.53,3.12,2.92,17.62,50.86,43.25,35.09
5610,2.56,3.06,3.01,18.17,50.5,43.07,35.99
5612,2.54,3.17,3,17.43,50.86,44.7,35.27
5614,2.54,3.05,3.03,17.99,50.68,42.88,35.09
5616,2.56,3.12,2.92,18.17,50.5,42.52,34.91
5618,2.54,3.1,3.05,17.62,50.86,42.34,34.36
5620,2.53,3.08,2.85,18.17,50.5,43.43,34.91
5622,2.51,3.02,2.7,17.43,50.86,44.15,34.72
5624,2.55,3.07,2.8,17.8,50.68,43.61,35.27
5626,2.53,2.94,2.88,17.99,50.5,44.15,34.91
5628,2.54,2.85,2.88,17.43,50.86,43.07,35.09
5630,2.54,3.06,2.84,17.99,50.68,43.07,34.91
5632,2.52,3.06,2.86,17.62,50.86,42.7,34.91
5634,2.49,2.98,3.03,17.62,50.86,43.25,34.54
5636,2.51,3.02,2.89,17.99,50.86,43.43,34.36
5638,2.51,2.96,2.97,17.43,50.86,43.97,34.18
5640,2.48,3.04,2.87,17.62,50.86,43.07,34.36
5642,2.5,3.07,2.85,17.62,50.86,43.07,34.36
5644,2.51,3.04,2.93,17.43,50.86,42.7,34
5646,2.51,3.03,2.81,17.99,50.5,41.98,34.54
5648,2.49,3.05,2.73,17.62,50.86,42.16,34.36
5650,2.49,3.09,2.85,17.62,50.86,40.53,34.18
5652,2.5,3.02,2.91,18.17,50.5,43.97,35.27
5654,2.5,2.99,2.92,17.8,50.68,41.98,34.72
5656,2.51,3.05,2.9,18.17,50.5,42.88,35.45
5658,2.53,3.03,3.11,18.17,50.5,44.34,35.45
5660,2.53,3.08,2.97,17.99,50.68,42.7,35.27
5662,2.55,3.03,3,18.17,50.5,43.07,35.63
5664,2.53,3.03,2.95,18.36,50.32,41.61,35.45
5666,2.56,3.13,2.93,17.99,50.68,42.7,34.91
5668,2.55,3.07,3.01,18.17,50.5,43.25,34.91
5670,2.53,2.98,3.05,18.17,50.5,42.34,34.72
5672,2.53,2.97,2.9,17.8,50.68,42.88,35.09
5674,2.54,3.03,2.99,17.99,50.5,42.34,35.81
5676,2.5,3,2.85,17.43,50.86,43.43,35.09
5678,2.53,3.07,2.87,17.8,50.68,43.07,34.91
5680,2.53,3.02,2.92,17.99,50.5,42.7,34.54
5682,2.54,3.05,2.89,17.43,50.86,42.34,34.91
5684,2.55,3.06,2.88,17.99,50.68,41.43,35.27
5686,2.53,2.89,2.85,17.43,50.86,42.16,34.72
5688,2.51,3.08,2.9,17.43,50.86,44.34,34
5690,2.53,3.06,2.92,17.99,50.5,43.97,34.91
5692,2.54,2.87,2.89,17.43,50.86,43.07,35.09
5694,2.49,3.03,2.85,17.43,50.68,42.52,35.45
5696,2.54,3,2.69,17.62,50.68,43.25,34.36
5698,2.5,3.06,2.85,17.43,50.86,42.7,34.18
5700,2.51,2.99,2.91,17.8,50.68,43.07,35.09
5702,2.54,3.09,2.77,17.43,50.86,42.34,35.27
5704,2.53,3.04,2.92,17.43,50.86,43.25,35.27
5706,2.55,3.12,2.79,17.8,50.68,44.15,33.64
5708,2.53,3.06,2.94,17.62,50.86,42.7,34.72
5710,2.51,3.06,2.99,18.17,50.5,43.07,35.63
5712,2.54,3.11,3.04,17.8,50.68,43.25,35.09
5714,2.55,3.01,2.89,17.8,50.68,41.07,34.54
5716,2.55,3.1,2.94,18.36,50.86,41.98,35.09
5718,2.55,2.92,2.97,18.17,50.5,41.07,35.63
5720,2.53,3.1,2.91,18.17,50.5,42.7,34.91
5722,2.53,3.08,2.8,18.36,50.32,42.7,35.27
5724,2.52,3.03,2.91,18.17,50.5,41.43,35.63
5726,2.52,3.06,2.95,18.17,50.5,44.34,34.91
5728,2.5,3,2.83,18.36,50.32,42.7,35.45
5730,2.5,3.03,2.89,17.8,50.68,43.43,34.91
5732,2.52,3.02,3.02,18.17,50.5,43.79,35.27
5734,2.51,2.85,2.92,18.17,50.32,42.7,35.99
5736,2.5,3.03,3.05,17.8,50.68,44.15,34.72
5738,2.5,2.97,2.79,18.17,50.5,43.07,35.63
5740,2.54,2.97,2.86,17.43,50.86,42.88,34.72
5742,2.52,3.09,2.89,17.8,50.86,42.52,35.81
5744,2.58,3.1,2.94,17.99,50.5,42.88,34.91
5746,2.55,3.15,2.8,17.43,50.86,42.52,35.27
5748,2.56,3.06,2.99,17.62,50.68,42.16,34.36
5750,2.56,3.04,2.86,17.62,50.68,43.79,35.09
5752,2.57,2.92,2.92,17.43,50.86,43.43,33.82
5754,2.56,3.09,2.76,17.8,50.68,43.79,34.72
5756,2.51,3.03,2.9,17.62,50.86,42.16,34.91
5758,2.54,3.06,3.04,17.43,50.86,43.79,35.09
5760,2.54,3.07,2.77,17.8,50.68,42.7,34.91
5762,2.5,3.05,2.86,17.62,50.86,43.07,33.82
5764,2.52,3.04,2.99,18.17,50.32,43.43,35.09
5766,2.51,3.08,2.89,17.8,50.68,43.07,34.91
5768,2.52,3.08,2.99,17.62,50.86,42.16,34.36
5770,2.52,2.9,2.91,18.17,50.5,40.89,35.45
5772,2.49,3.03,2.94,17.8,50.68,42.7,34.18
5774,2.46,2.94,2.83,18.36,50.32,42.16,34.36
5776,2.5,3,2.92,18.17,50.5,43.25,35.45
5778,2.49,3.02,2.68,17.8,50.5,41.98,34.72
5780,2.53,3.03,2.94,18.36,50.32,42.16,34.36
5782,2.56,3.14,2.97,18.17,50.5,41.25,35.09
5784,2.57,3.14,2.73,17.99,50.32,42.16,35.99
5786,2.57,3.09,2.86,18.36,50.32,42.34,34.54
5788,2.56,3.13,2.93,18.17,50.5,43.79,34.72
5790,2.56,3.07,2.91,18.17,50.32,43.25,35.63
5792,2.53,3.07,3.03,18.36,50.32,43.61,35.09
5794,2.52,2.79,2.84,17.99,50.5,43.43,34.72
5796,2.54,3.05,3.18,18.17,50.32,43.43,35.63
5798,2.49,2.95,2.9,18.36,50.32,43.79,35.45
5800,2.54,3.03,2.96,17.8,50.5,43.97,34.72
5802,2.51,3.05,2.89,18.17,50.32,42.7,35.27
5804,2.52,2.95,2.92,17.43,50.68,43.25,35.27
5806,2.5,3.02,2.85,18.17,50.5,43.61,35.27
5808,2.55,3.03,2.92,18.17,50.32,42.34,34.36
5810,2.55,3.05,3.02,17.62,50.68,43.07,34.72
5812,2.52,3.06,2.83,18.17,50.5,43.07,35.45
5814,2.52,3.05,2.96,17.24,50.68,43.25,35.09
5816,2.54,3.08,2.87,17.8,50.68,43.79,35.09
5818,2.54,3.08,2.94,17.62,50.68,43.43,34.72
5820,2.55,3.08,3.04,17.43,50.68,42.16,33.82
5822,2.54,3.12,2.92,17.99,50.5,43.79,35.09
5824,2.5,2.99,2.97,17.62,50.68,42.52,34.54
5826,2.52,3.02,2.88,17.43,50.68,43.61,35.27
5828,2.49,3.06,2.85,17.8,50.68,43.79,35.09
5830,2.5,2.89,2.79,17.62,50.68,42.52,35.27
5832,2.49,3.02,2.96,17.62,50.68,42.7,35.27
5834,2.47,3.01,2.78,17.8,50.68,42.7,35.45
5836,2.49,3,2.81,17.43,50.68,43.43,34.91
5838,2.5,3.05,2.95,17.8,50.5,43.07,35.09
5840,2.52,3.04,3.05,17.43,50.68,43.25,35.09
5842,2.5,3.1,2.93,17.62,50.68,41.07,34.72
5844,2.49,3,2.87,17.62,50.5,43.07,34.54
5846,2.53,3.02,2.84,17.43,50.68,41.43,34.54
5848,2.52,3.06,2.73,17.99,50.5,44.15,35.09
5850,2.52,3.12,2.77,17.8,50.5,42.88,34.54
5852,2.55,3.04,2.82,17.43,50.68,44.15,34.72
5854,2.53,3.09,2.84,17.99,50.5,42.88,34.91
5856,2.53,3,2.75,17.8,50.5,41.8,34.91
5858,2.55,3.01,2.67,18.36,50.14,42.88,35.63
5860,2.55,3.06,2.9,17.99,50.32,42.34,35.27
5862,2.54,3.07,2.92,17.62,50.5,42.88,35.63
5864,2.55,3.08,2.93,18.55,50.14,43.07,35.81
5866,2.54,2.98,3.1,18.17,50.32,40.89,35.27
5868,2.53,3.05,2.84,18.17,50.32,41.98,35.45
5870,2.49,2.99,2.94,18.17,50.14,43.25,35.63
5872,2.48,3.04,2.92,18.17,50.32,41.61,35.63
5874,2.53,3.1,2.78,18.17,50.32,43.07,35.45
5876,2.54,3.14,2.91,18.36,50.14,44.15,35.45
5878,2.54,3.09,2.86,18.17,50.32,42.88,35.27
5880,2.51,3.01,2.87,18.36,50.32,42.52,35.27
5882,2.54,3.04,3.03,17.99,50.32,43.07,34.91
5884,2.51,3.07,2.89,18.17,50.32,41.61,34.91
5886,2.5,3.09,2.8,18.55,50.32,41.98,34.72
5888,2.53,3.02,2.92,17.99,50.32,41.98,34.18
5890,2.52,2.99,2.75,18.17,50.32,43.43,34.72
5892,2.54,3.07,2.79,17.8,50.5,41.61,34.72
5894,2.53,3.01,2.77,18.17,50.32,42.52,35.09
5896,2.51,2.86,2.81,18.17,50.32,43.07,34.72
5898,2.54,3.1,2.88,17.8,50.5,44.15,35.27
5900,2.54,3.1,2.88,18.17,50.32,41.8,35.45
5902,2.51,3.05,3.04,17.43,50.5,43.97,34.91
5904,2.5,3.05,2.98,17.99,50.32,41.98,35.45
5906,2.5,2.98,2.84,18.17,50.14,42.16,35.09
5908,2.48,3.02,2.92,17.62,50.5,42.16,34
5910,2.51,3.03,2.97,18.17,50.32,43.43,34.72
5912,2.51,3.05,2.84,17.62,50.5,43.25,34.91
5914,2.53,3.04,2.63,17.8,50.5,43.25,35.45
5916,2.53,3.04,2.97,18.17,50.32,43.25,35.81
5918,2.51,3,2.99,17.62,50.5,41.8,34.36
5920,2.51,2.93,2.86,17.8,50.5,43.25,34.72
5922,2.53,3.06,2.94,17.62,50.5,44.88,34.72
5924,2.55,3.07,3.13,17.62,50.5,43.25,35.09
5926,2.52,2.99,2.96,17.8,50.32,40.89,34.18
5928,2.53,3,2.93,17.62,50.5,42.7,33.82
5930,2.5,3.03,2.9,17.62,50.5,43.61,34
5932,2.51,2.86,3.06,17.8,50.32,42.16,35.09
5934,2.51,2.85,2.66,17.8,50.5,41.43,34.18
5936,2.52,2.87,2.66,17.43,50.14,43.07,34.54
5938,2.45,3.01,2.82,17.62,50.32,42.16,35.27
5940,2.51,3.06,2.88,17.62,50.5,42.52,34.72
5942,2.53,3.03,2.97,18.36,49.96,42.7,34.54
5944,2.5,2.98,2.79,17.8,50.32,43.97,34.91
5946,2.52,3.03,2.98,18.55,49.96,42.88,34.72
5948,2.52,2.73,3.04,18.17,49.96,43.43,34.54
5950,2.5,3.03,2.85,17.99,50.32,42.88,34.54
5952,2.55,3,2.93,18.36,49.96,43.07,34.91
5954,2.54,3.1,2.92,18.17,50.14,42.16,34.54
5956,2.5,3.07,3.01,18.17,49.96,43.07,35.63
5958,2.54,3.07,2.96,18.36,49.96,40.71,34.72
5960,2.53,3.06,2.96,17.99,50.14,41.98,33.82
5962,2.52,3.07,2.82,18.17,49.96,42.52,35.45
5964,2.5,3.05,2.86,18.36,49.96,42.52,34.36
5966,2.52,2.86,2.96,18.17,49.96,42.88,35.27
5968,2.53,3.05,2.82,18.55,49.96,42.52,34.72
5970,2.53,3.07,2.95,18.17,49.78,43.79,34.54
5972,2.56,3.07,2.92,18.17,49.96,43.07,35.09
5974,2.55,3.11,2.79,18.36,49.78,43.07,34.54
5976,2.52,2.91,3,17.8,50.32,42.34,34.91
5978,2.53,3.07,2.75,18.17,49.96,42.52,34.36
5980,2.51,3.03,2.61,18.17,49.78,43.43,35.63
5982,2.42,2.92,2.76,17.62,50.14,42.88,34.18
5984,2.46,2.99,2.86,17.99,49.96,44.15,35.27
5986,2.5,2.87,2.83,17.62,50.32,43.07,34.36
5988,2.49,2.96,3.01,17.43,50.14,42.7,35.09
5990,2.5,3.02,2.97,18.17,49.96,42.7,34
5992,2.52,2.91,2.87,17.43,50.14,42.34,34.91
5994,2.52,3.05,2.92,17.8,50.14,43.25,34
5996,2.5,2.98,2.93,17.62,50.14,43.25,34.91
5998,2.53,2.95,2.85,17.62,50.14,42.7,33.82
6000,2.52,2.95,2.71,17.8,49.96,42.7,35.09
6002,2.52,3.04,2.91,17.8,50.14,42.16,34.18
6004,2.54,2.94,2.86,17.43,50.14,42.34,34
6006,2.47,2.98,2.76,17.8,49.96,42.88,34.54
6008,2.45,2.97,2.78,17.62,49.96,41.8,33.64
6010,2.44,2.76,2.83,18.17,49.59,41.07,35.09
6012,2.43,2.87,2.79,17.8,49.78,42.7,34.18
6014,2.46,2.94,2.72,17.62,49.96,41.43,33.82
6016,2.46,2.97,2.92,18.36,50.14,41.43,34.91
6018,2.46,2.93,1.54,17.99,49.78,41.98,33.82
6020,2.45,2.91,2.79,18.17,49.59,42.7,35.45
6022,2.46,2.92,2.93,18.36,49.59,41.61,34
6024,2.49,2.9,2.92,17.99,49.78,42.88,34.54
