Time (Sec.),Cold (Volts),Hot (Volts),Total (Volts),T1 (Deg C),T2 (Deg C),T4 (Deg C),T5 (Deg C)
2788,2.75,2.99,2.94,17.99,50.86,42.88,34.36
2790,2.8,3.05,2.86,18.55,50.5,42.88,35.63
2792,2.8,3.03,2.87,18.17,50.68,43.43,34.54
2794,2.86,3.06,2.91,18.36,50.5,42.7,36.17
2796,2.83,3.08,2.84,18.55,50.5,43.07,35.27
2798,2.81,2.94,2.8,18.17,50.86,43.43,34.91
2800,2.79,3.04,2.94,18.55,50.5,43.61,35.27
2802,2.76,3.06,2.93,18.36,50.68,43.25,34.91
2804,2.77,2.98,2.77,18.36,50.5,43.61,35.81
2806,2.76,2.98,2.8,18.55,50.5,42.88,34.54
2808,2.74,2.81,2.91,18.17,50.68,44.7,35.81
2810,2.72,2.93,2.94,18.55,50.5,43.07,35.27
2812,2.73,2.97,2.79,18.73,50.5,43.07,35.45
2814,2.75,2.99,2.72,18.36,50.68,43.43,35.45
2816,2.72,2.98,2.93,18.36,50.5,42.34,35.09
2818,2.77,3.01,2.82,17.99,50.86,42.52,35.63
2820,2.78,2.97,2.84,18.36,50.68,43.97,35.09
2822,2.79,3.04,2.64,18.55,50.5,44.15,35.27
2824,2.8,2.99,2.82,17.8,51.04,43.07,34.91
2826,2.8,2.98,2.85,18.17,50.86,42.34,34.91
2828,2.81,3.04,2.86,17.99,51.04,44.34,34.91
2830,2.81,2.99,2.81,17.62,51.04,44.15,34.91
2832,2.81,3.02,2.88,17.99,51.04,42.7,35.45
2834,2.8,3.06,2.94,17.99,50.86,43.61,34.72
2836,2.8,3.08,2.87,17.99,50.86,44.15,34.54
2838,2.79,3.01,2.8,18.55,50.5,42.52,35.45
2840,2.7,2.89,2.85,17.99,50.86,43.25,34.72
2842,2.7,2.84,2.71,17.8,51.04,42.88,34.36
2844,2.77,3,2.85,18.55,50.5,43.07,35.27
2846,2.76,3.04,2.72,18.17,50.86,42.16,34.72
2848,2.66,2.89,2.66,18.73,50.5,42.52,35.99
2850,2.78,2.9,2.79,18.55,50.5,43.07,35.27
2852,2.78,3.05,2.9,18.55,50.68,44.15,34.54
2854,2.75,3,2.92,18.55,50.5,43.07,36.36
2856,2.73,2.94,2.81,18.55,50.5,43.61,35.09
2858,2.74,3.02,2.76,18.36,50.68,41.98,35.99
2860,2.78,2.99,2.89,18.55,50.5,41.61,35.81
2862,2.8,2.95,2.51,18.55,50.5,42.16,34.91
2864,2.8,3.01,2.79,18.36,50.68,43.97,35.63
2866,2.78,2.97,2.86,18.55,50.5,43.43,36.17
2868,2.78,3.01,2.86,17.99,51.04,43.61,35.09
2870,2.81,3.08,2.92,18.36,50.86,43.07,35.45
2872,2.8,3.06,0.46,18.36,51.04,41.98,34.18
2874,2.8,3.03,2.87,17.8,51.04,43.43,35.45
2876,2.83,3.07,2.92,18.36,50.68,43.43,35.63
2878,2.77,3.07,2.95,17.8,51.04,43.07,34.36
2880,2.79,3.04,2.89,17.8,51.04,43.61,35.63
2882,2.78,2.99,2.83,17.99,51.04,42.88,34.91
2884,2.77,3,2.66,17.8,51.04,43.07,34.91
2886,2.76,2.96,2.89,17.8,51.04,43.25,35.99
2888,2.78,3.03,2.83,17.99,50.86,42.7,34
2890,2.81,2.98,2.97,17.8,51.04,42.34,34.91
2892,2.8,3.03,2.91,18.36,50.68,43.43,35.09
2894,2.84,3.01,2.89,17.99,51.04,41.98,34.36
2896,2.83,2.99,2.86,17.8,51.23,43.97,35.45
2898,2.79,3.09,2.87,18.17,50.86,42.7,34.54
2900,2.81,2.88,2.71,17.8,51.04,44.88,34.91
2902,2.76,3.01,2.81,18.36,50.68,43.43,35.09
2904,2.75,3.02,2.91,17.99,50.86,43.43,34.72
2906,2.77,3.01,2.81,17.8,51.04,43.07,35.45
2908,2.78,2.96,2.76,18.17,50.86,43.25,34.36
2910,2.8,2.89,2.8,17.99,51.04,43.61,35.09
2912,2.78,2.96,2.76,18.55,50.68,44.52,34.54
2914,2.78,3,2.8,17.99,51.04,43.97,35.09
2916,2.79,2.96,2.81,17.8,51.04,43.79,35.09
2918,2.77,2.99,2.82,18.36,50.68,43.61,35.09
2920,2.77,2.92,2.79,17.99,51.04,44.34,35.09
2922,2.74,3,2.79,18.73,50.5,43.07,35.45
2924,2.76,2.96,2.72,18.17,50.86,42.88,35.09
2926,2.75,2.97,2.78,17.99,51.04,41.8,34
2928,2.73,2.97,2.8,18.55,50.5,43.97,35.63
2930,2.74,2.97,2.74,18.17,50.86,41.98,34.54
2932,2.75,2.94,2.59,18.36,50.5,44.7,35.27
2934,2.78,2.93,2.59,18.55,50.5,42.16,34.91
2936,2.77,3.02,2.83,18.36,50.5,42.7,35.27
2938,2.8,3.02,2.84,18.55,50.5,43.43,35.27
2940,2.75,3.03,2.91,18.36,50.68,43.97,35.27
2942,2.76,3.02,2.78,18.55,50.5,41.8,35.63
2944,2.77,2.98,2.83,18.55,50.5,41.98,35.27
2946,2.72,2.95,2.89,18.55,50.68,42.7,35.81
2948,2.75,2.92,2.86,18.73,50.5,42.88,35.27
2950,2.7,2.98,2.87,18.73,50.68,44.15,35.27
2952,2.73,2.84,2.84,18.55,50.5,43.61,35.09
2954,2.69,2.88,2.72,18.73,50.5,44.15,35.81
2956,2.7,2.86,2.92,18.17,50.68,42.7,35.27
2958,2.73,2.97,2.81,18.36,50.5,44.34,36.17
2960,2.72,2.99,2.5,18.55,50.5,43.07,34.91
2962,2.74,2.9,2.71,18.36,50.68,44.15,35.45
2964,2.71,2.96,2.85,18.55,50.5,44.15,35.63
2966,2.74,2.96,2.81,18.17,50.68,44.52,34.72
2968,2.73,2.93,2.85,18.55,50.5,42.7,36.36
2970,2.72,2.8,2.71,18.55,50.5,42.52,34.72
2972,2.7,2.88,2.64,18.55,50.68,43.43,35.45
2974,2.71,2.95,2.82,18.55,50.5,42.52,35.45
2976,2.71,2.96,2.76,18.17,50.86,42.7,34.54
2978,2.73,2.84,2.75,18.36,50.5,43.25,36.17
2980,2.76,3.03,2.91,18.73,50.5,43.43,35.45
2982,2.72,2.91,2.92,18.55,50.5,44.34,35.45
2984,2.74,2.93,2.77,18.73,50.5,42.16,36.17
2986,2.72,2.92,2.88,18.17,50.86,43.79,35.63
2988,2.74,2.94,2.9,18.36,50.68,43.07,35.27
2990,2.73,2.94,2.86,18.55,50.5,43.25,35.09
2992,2.74,2.98,2.7,17.99,50.86,43.43,35.45
2994,2.74,3,2.83,18.36,50.5,43.25,35.27
2996,2.75,3,2.75,17.62,51.04,42.88,35.09
2998,2.73,2.8,2.7,17.99,50.86,44.52,35.09
3000,2.76,2.97,2.96,17.8,51.04,41.8,34.54
3002,2.74,2.99,2.87,17.62,51.04,42.88,34.91
3004,2.77,3.01,2.91,18.17,50.86,43.61,35.63
3006,2.77,2.94,2.91,17.8,51.04,42.88,35.45
3008,2.77,2.96,2.82,17.62,51.04,43.61,34.54
3010,2.81,3.02,2.84,17.99,50.86,43.97,34.91
3012,2.76,2.97,2.91,17.8,51.04,43.25,35.27
3014,2.76,2.95,2.75,17.8,51.04,42.88,34.72
3016,2.78,2.86,2.86,17.8,50.86,44.34,34.72
3018,2.8,3.04,2.92,17.8,51.04,43.07,35.45
3020,2.78,2.94,2.8,18.17,50.86,42.88,35.09
3022,2.74,2.98,2.76,17.99,51.04,42.7,34
3024,2.74,3.01,2.71,17.62,51.04,44.7,35.45
3026,2.74,2.82,2.9,17.8,50.86,42.52,35.63
3028,2.76,2.96,2.84,17.8,51.04,43.25,34.18
3030,2.75,3.01,2.79,18.55,50.68,43.97,34.72
3032,2.76,2.89,2.78,17.99,50.86,44.52,35.27
3034,2.77,2.96,2.84,17.8,51.04,43.97,34.72
3036,2.76,2.97,3.02,18.36,50.86,42.7,34.72
3038,2.75,3.04,2.78,17.99,51.04,43.43,34.54
3040,2.78,3.01,2.78,18.73,50.5,44.15,35.45
3042,2.76,3.05,2.9,18.17,50.68,43.25,35.27
3044,2.8,3,2.91,17.8,51.04,43.79,34.18
3046,2.81,3.05,2.86,18.55,50.5,43.25,35.27
3048,2.78,2.9,2.87,18.17,50.68,43.43,35.63
3050,2.78,2.93,2.9,18.36,50.5,44.15,35.63
3052,2.78,3.01,2.86,18.55,50.5,43.25,34.36
3054,2.58,2.92,2.92,18.17,50.68,43.25,35.27
3056,2.62,2.53,2.64,18.36,50.5,41.8,35.63
3058,2.71,2.92,2.72,18.55,50.5,43.97,35.45
3060,2.74,2.89,2.82,18.36,50.68,44.15,35.63
3062,2.74,2.95,2.67,18.73,50.68,43.97,34.91
3064,2.75,2.97,2.71,18.17,50.86,43.25,35.27
3066,2.76,3.01,2.79,18.36,50.68,42.88,36.17
3068,2.76,2.99,2.8,18.55,50.5,43.25,35.45
3070,2.77,3,2.9,18.17,50.86,43.07,35.63
3072,2.76,3.03,2.82,18.55,50.5,41.25,35.09
3074,2.77,3.08,2.75,17.99,51.04,43.79,34.91
3076,2.75,3.02,2.7,18.36,50.68,43.97,35.81
3078,2.76,2.94,2.87,18.55,50.68,42.88,35.63
3080,2.77,3.01,2.87,18.17,50.86,43.79,35.63
3082,2.78,3.01,2.77,18.36,50.68,42.16,35.09
3084,2.77,2.94,2.86,17.8,51.23,42.88,35.09
3086,2.76,2.93,2.84,18.17,50.86,43.43,35.27
3088,2.77,3,2.81,18.55,50.68,42.7,35.99
3090,2.73,2.96,2.88,17.8,51.04,43.43,35.63
3092,2.77,2.93,2.9,18.36,50.86,42.16,35.63
3094,2.77,3.02,2.76,17.8,51.23,42.7,35.45
3096,2.76,3.03,2.91,17.99,50.86,42.88,34.91
3098,2.81,2.66,3.02,18.36,50.68,43.25,35.81
3100,2.75,3,2.75,17.62,51.23,43.61,35.27
3102,2.75,3.03,2.86,17.99,51.04,43.61,35.99
3104,2.69,2.93,2.64,17.99,51.04,43.43,35.45
3106,2.69,2.96,2.82,17.62,51.04,43.61,34.72
3108,2.66,2.92,2.69,18.17,51.04,42.7,35.27
3110,2.69,2.9,2.76,17.8,51.04,43.61,34.91
3112,2.73,2.96,2.76,17.43,51.23,45.24,35.63
3114,2.72,2.92,2.89,17.99,50.86,43.07,35.63
3116,2.74,2.82,2.68,17.8,51.04,43.25,35.27
3118,2.73,2.95,2.79,18.36,50.68,42.88,35.81
3120,2.72,2.94,2.94,17.99,51.04,43.97,35.09
3122,2.69,2.84,2.77,17.99,51.04,43.07,34.18
3124,2.67,2.94,2.74,18.36,50.68,41.98,34.54
3126,2.67,2.91,2.75,17.8,51.04,43.97,35.09
3128,2.67,2.92,2.81,18.55,50.68,43.97,35.81
3130,2.71,2.91,2.75,18.55,50.68,45.79,36.17
3132,2.68,2.93,2.86,17.99,51.04,42.16,34.91
3134,2.73,2.92,2.84,18.55,50.68,43.25,35.45
3136,2.72,2.77,2.82,18.36,50.86,42.16,34.54
3138,2.7,2.88,2.77,18.36,50.68,43.61,35.09
3140,2.73,2.9,2.8,18.55,50.5,43.25,35.27
3142,2.76,2.98,2.67,18.36,50.68,42.7,35.63
3144,2.76,2.99,2.83,18.17,50.86,42.16,35.81
3146,2.73,2.95,2.75,18.36,50.68,43.07,35.99
3148,2.75,2.92,2.92,18.17,51.04,44.7,36.17
3150,2.76,3,2.89,18.36,50.86,43.61,35.45
3152,2.7,2.98,2.78,18.36,50.68,43.97,35.09
3154,2.72,2.94,2.64,17.8,51.04,41.43,34.91
3156,2.69,2.88,2.74,18.17,50.86,42.7,35.45
3158,2.66,2.85,2.79,17.62,51.23,43.97,35.09
3160,2.71,2.94,2.81,17.8,51.23,43.61,35.63
3162,2.73,2.61,2.84,18.36,51.04,44.15,35.27
3164,2.67,2.92,2.73,17.8,51.23,41.8,35.45
3166,2.71,2.87,2.68,17.8,51.23,43.43,35.27
3168,2.7,2.94,2.74,17.99,51.04,42.34,35.27
3170,2.72,2.93,2.87,17.8,51.23,43.25,34.72
3172,2.72,2.96,2.88,17.62,51.23,43.97,35.27
3174,2.73,2.9,2.69,17.8,51.04,43.25,34.18
3176,2.75,3.03,2.79,17.62,51.23,42.7,34.36
3178,2.72,2.85,2.92,17.99,51.04,43.25,34.72
3180,2.72,3,2.77,17.8,51.04,42.52,35.09
3182,2.73,2.81,2.74,18.55,50.68,44.52,35.27
3184,2.73,2.88,2.74,18.36,50.86,42.7,35.09
3186,2.73,3.01,2.74,17.99,51.23,43.43,35.45
3188,2.75,2.99,2.89,18.55,50.68,43.43,35.63
3190,2.74,2.88,2.82,18.55,50.86,43.61,35.63
3192,2.71,3.04,2.85,18.36,50.86,42.52,36.17
3194,2.78,2.99,2.67,18.55,50.68,43.07,36.36
3196,2.78,2.98,2.85,18.55,50.68,43.79,35.45
3198,2.74,2.98,2.81,18.36,50.86,43.97,35.81
3200,2.75,3.03,2.77,18.36,50.68,43.97,35.63
3202,2.72,3.01,2.88,17.99,51.04,42.34,35.63
3204,2.77,3.01,2.66,18.36,50.86,43.79,35.45
3206,2.77,2.89,2.92,18.55,50.68,42.52,35.27
3208,2.78,2.94,2.87,18.17,50.86,43.97,35.45
3210,2.76,2.93,2.57,18.17,50.68,43.61,35.27
3212,2.75,2.98,2.84,17.62,51.23,43.07,35.27
3214,2.75,2.91,2.93,18.17,50.86,43.07,35.09
3216,2.73,2.99,2.84,18.36,50.68,43.79,34.91
3218,2.71,2.91,2.83,17.8,51.23,43.79,35.45
3220,2.71,2.94,2.79,18.17,50.86,43.25,35.27
3222,2.76,2.93,2.9,17.62,51.23,43.25,35.09
3224,2.72,2.99,2.77,17.62,51.23,44.52,35.27
3226,2.79,2.99,2.8,18.17,51.04,44.34,35.45
3228,2.76,3,2.88,17.8,51.23,44.52,34.91
3230,2.74,3.07,2.81,17.62,51.23,44.52,34.91
3232,2.76,2.99,2.83,17.99,51.04,43.97,34.91
3234,2.77,2.98,2.91,17.62,51.23,42.7,34.36
3236,2.74,3.05,2.79,17.62,50.86,42.34,35.09
3238,2.76,2.98,2.8,17.99,51.04,43.25,34.54
3240,2.77,3.07,2.87,17.8,51.23,44.15,34.36
3242,2.8,2.96,2.76,18.55,50.86,42.7,34.72
3244,2.78,2.99,2.83,17.99,51.04,41.43,34.72
3246,2.77,3.03,2.8,18.55,50.68,42.52,35.27
3248,2.78,3.02,2.76,18.55,50.68,43.43,34.91
3250,2.75,2.98,2.84,17.99,51.04,43.79,34.72
3252,2.75,2.9,2.86,18.36,50.86,44.15,35.09
3254,2.74,2.94,2.9,18.73,50.68,41.8,35.27
3256,2.76,3.02,2.89,17.99,51.04,43.97,34.91
3258,2.74,3,2.86,18.36,50.86,43.97,35.27
3260,2.72,2.98,2.83,18.36,50.68,44.15,35.45
3262,2.68,2.9,2.8,18.17,51.04,42.88,35.09
3264,2.71,2.97,2.78,18.17,50.86,42.52,35.45
3266,2.69,2.89,2.76,17.8,51.23,43.79,35.09
3268,2.68,2.86,2.88,17.8,51.04,43.25,34.91
3270,2.73,2.97,2.85,18.36,50.86,44.34,35.27
3272,2.72,2.98,2.69,17.62,51.23,43.25,34.54
3274,2.71,2.71,2.8,17.99,51.23,43.61,34.72
3276,2.75,2.87,2.81,17.8,51.23,43.25,35.09
3278,2.69,2.94,2.81,17.62,51.23,44.15,34.91
3280,2.75,2.96,2.8,17.62,51.23,43.97,35.45
3282,2.71,2.98,2.74,17.99,51.23,43.25,35.45
3284,2.73,2.91,2.8,17.62,51.23,44.15,35.27
3286,2.69,2.94,2.69,18.17,50.68,43.07,35.45
3288,2.7,2.96,2.78,17.99,51.04,43.43,35.81
3290,2.71,2.92,2.83,17.8,51.23,43.43,35.63
3292,2.73,2.99,2.89,18.55,50.68,42.34,35.45
3294,2.75,2.92,2.58,17.99,51.04,43.97,35.45
3296,2.77,3.01,2.84,18.36,50.86,42.34,35.09
3298,2.76,3.04,2.76,18.55,50.68,43.61,34.91
3300,2.63,2.83,2.68,17.99,51.04,43.79,35.09
3302,2.52,2.79,2.62,18.36,50.86,45.06,35.09
3304,2.54,2.73,2.63,18.55,50.68,43.07,34.72
3306,2.59,2.81,2.62,18.17,51.04,42.34,35.27
3308,2.57,2.81,2.66,18.36,50.86,43.25,35.63
3310,2.7,2.95,2.53,17.8,51.23,45.42,35.45
3312,2.76,2.94,2.81,17.99,51.04,42.7,35.81
3314,2.74,2.99,2.76,18.36,50.68,43.79,35.99
3316,2.74,2.95,2.74,17.62,51.23,43.79,35.27
3318,2.76,2.88,2.71,17.99,51.04,43.25,35.81
3320,2.78,3.07,2.95,17.62,51.23,43.61,34.72
3322,2.78,2.99,2.78,17.62,51.23,45.42,34.91
3324,2.76,3.05,2.79,18.17,51.04,43.25,34.91
3326,2.77,3.02,2.69,17.62,51.23,43.07,34.91
3328,2.74,2.97,2.89,17.62,51.23,43.97,35.27
3330,2.77,2.98,2.81,17.8,51.23,43.25,35.27
3332,2.75,3.01,2.67,17.62,51.23,45.06,35.81
3334,2.74,2.91,2.71,17.43,51.23,43.97,35.63
3336,2.73,2.95,2.86,17.8,51.23,44.7,35.09
3338,2.71,2.95,2.79,17.62,51.23,44.15,34.72
3340,2.77,3.02,2.75,18.36,50.86,43.97,34.72
3342,2.73,2.98,2.77,17.99,51.04,44.15,35.27
3344,2.76,2.93,2.79,17.62,51.23,44.15,35.09
3346,2.78,3.06,2.66,18.36,50.68,43.43,35.63
3348,2.77,2.96,2.86,18.17,51.04,44.15,35.63
3350,2.75,3.02,2.74,18.36,50.68,43.25,35.27
3352,2.71,2.99,2.85,18.36,50.86,44.15,34.72
3354,2.73,3.01,2.81,17.99,51.04,43.61,35.81
3356,2.78,3,2.79,18.36,50.68,42.7,35.99
3358,2.71,2.88,2.86,18.36,50.86,42.88,36.17
3360,2.72,2.99,2.81,18.17,50.86,43.61,35.63
3362,2.7,2.97,2.87,18.17,50.68,42.88,35.09
3364,2.73,2.89,2.88,17.8,51.23,43.61,35.45
3366,2.75,2.96,2.86,17.99,50.86,43.79,35.63
3368,2.73,2.99,2.81,18.17,50.86,42.88,35.81
3370,2.71,2.92,2.8,17.8,51.23,44.52,35.09
3372,2.73,2.96,2.89,18.17,50.86,44.15,34.72
3374,2.72,2.79,2.73,17.43,51.23,44.7,34.91
3376,2.75,2.98,2.91,17.62,51.23,43.25,35.63
3378,2.76,2.92,2.79,18.17,50.86,43.07,36.17
3380,2.72,2.97,2.84,17.62,51.23,41.98,34.54
3382,2.75,2.97,2.73,17.8,51.04,43.61,34.72
3384,2.74,3.01,2.75,17.8,51.23,42.88,35.27
3386,2.74,3.01,2.83,17.62,51.23,44.15,35.63
3388,2.74,2.91,2.8,17.62,51.23,43.07,35.45
3390,2.72,2.8,2.76,17.62,51.23,42.88,33.82
3392,2.76,3.02,2.58,17.43,51.23,43.25,34.72
3394,2.74,3,2.91,17.99,50.86,42.16,35.45
3396,2.73,2.86,2.93,17.62,51.23,41.98,34.91
3398,2.76,3.01,2.8,17.43,51.23,43.07,34.18
3400,2.73,2.98,2.82,17.99,51.04,43.61,35.27
3402,2.74,3.01,2.81,17.8,51.23,42.7,35.09
3404,2.72,2.98,2.76,18.36,50.68,44.52,34.91
3406,2.75,2.95,2.82,17.8,50.86,43.07,35.27
3408,2.74,2.89,2.6,17.43,51.23,42.88,35.27
3410,2.7,2.97,2.92,18.36,50.68,43.25,35.09
3412,2.68,2.97,2.57,17.99,50.86,42.7,35.45
3414,2.74,2.93,2.71,18.36,50.68,42.7,35.09
3416,2.67,2.95,2.42,18.36,50.68,43.97,35.27
3418,2.67,2.91,2.54,17.8,50.86,43.97,35.45
3420,2.69,2.82,2.85,18.17,50.86,43.43,35.09
3422,2.7,2.89,2.59,18.36,50.68,42.52,35.63
3424,2.71,2.96,2.79,18.17,50.86,43.43,34.91
3426,2.72,2.87,2.74,18.36,50.68,42.7,35.99
3428,2.71,3.04,2.78,17.8,51.04,41.98,34.72
3430,2.74,2.96,2.83,17.99,50.68,41.98,35.99
3432,2.76,2.99,2.87,18.36,50.68,42.7,35.27
3434,2.72,3.02,2.88,17.8,51.04,43.07,35.45
3436,2.71,2.86,2.87,17.99,50.68,42.7,35.09
3438,2.74,2.97,2.76,17.62,51.23,43.97,35.63
3440,2.73,2.88,2.81,17.8,51.04,44.15,35.09
3442,2.74,2.92,2.75,17.99,50.86,43.97,35.63
3444,2.72,2.97,2.89,17.43,51.23,43.79,34.36
3446,2.74,2.97,2.76,17.8,51.04,43.97,35.63
3448,2.76,3.01,2.75,17.62,51.23,44.34,34.54
3450,2.75,2.99,2.79,17.43,51.23,42.16,35.63
3452,2.72,3.01,2.9,17.8,51.04,43.61,34.91
3454,2.7,2.98,2.72,17.43,51.23,43.43,34.91
3456,2.69,2.93,2.64,17.62,51.23,44.15,34.72
3458,2.66,2.77,2.75,17.8,51.04,42.16,34.72
3460,2.75,2.95,2.8,17.62,51.23,43.25,35.45
3462,2.5,2.85,2.78,17.62,51.04,43.25,34.54
3464,2.51,2.94,2.84,17.43,51.04,43.97,35.27
3466,2.55,3.05,2.8,17.24,51.23,43.43,34
3468,2.52,3.02,2.9,17.62,51.04,42.7,34.72
3470,2.56,2.91,2.87,17.62,51.04,43.97,34.91
3472,2.53,2.99,2.91,17.43,51.23,41.98,34.54
3474,2.55,3.02,2.93,17.62,51.04,43.25,35.09
3476,2.57,2.94,2.84,17.43,51.04,43.25,33.82
3478,2.55,2.98,3.06,18.17,50.86,43.97,34.72
3480,2.55,3.04,2.85,17.8,51.23,42.34,34.72
3482,2.57,3.04,2.89,18.17,50.68,43.07,34.72
3484,2.57,3.08,2.86,17.62,51.04,41.98,35.45
3486,2.57,3.07,2.97,17.43,51.23,42.52,33.82
3488,2.52,3.07,2.94,17.99,50.68,43.61,35.09
3490,2.49,2.95,2.9,17.62,51.04,42.34,34.54
3492,2.49,2.9,2.73,18.36,50.68,43.25,34.72
3494,2.5,2.9,2.87,17.99,50.86,43.97,35.27
3496,2.49,2.96,2.9,17.62,51.04,44.15,34.36
3498,2.52,2.89,2.77,18.17,50.68,43.61,34.36
3500,2.53,2.95,2.92,17.8,51.04,42.16,35.27
3502,2.51,3.03,2.72,18.17,50.68,42.34,35.63
3504,2.51,2.98,2.8,18.36,50.68,43.07,34.72
3506,2.52,2.96,2.81,17.8,51.04,42.34,35.45
3508,2.54,3.01,2.95,17.99,50.68,42.52,35.09
3510,2.55,2.94,2.97,18.17,50.68,42.52,34.72
3512,2.55,3.02,2.97,17.99,50.86,42.34,36.36
3514,2.55,3.03,2.91,18.17,50.68,43.43,35.09
3516,2.54,2.96,2.74,18.17,50.68,44.15,34.91
3518,2.57,3.05,2.82,17.99,50.86,43.79,35.63
3520,2.57,3.03,2.93,18.17,50.68,43.79,35.27
3522,2.53,3.02,2.79,17.43,51.23,44.34,34
3524,2.56,3.01,2.93,17.99,50.86,43.43,35.45
3526,2.53,3.02,2.92,17.99,50.86,43.25,35.27
3528,2.52,2.81,2.69,17.43,51.23,44.15,34.72
3530,2.52,2.97,2.88,17.8,51.04,43.97,34.91
3532,2.5,2.95,2.8,17.43,51.23,43.25,34.91
3534,2.5,2.96,2.85,17.43,51.23,43.79,35.63
3536,2.48,2.97,2.85,17.62,51.04,41.8,34.91
3538,2.49,2.91,2.93,17.43,51.04,42.88,34
3540,2.48,2.83,2.81,17.43,51.23,43.97,35.27
3542,2.51,2.95,2.97,17.8,51.04,43.61,35.27
3544,2.52,3.04,2.86,17.43,51.04,41.43,34.54
3546,2.54,2.97,2.91,17.99,50.68,41.8,34.72
3548,2.5,3,2.91,17.62,51.04,43.61,34.36
3550,2.55,2.99,2.81,17.43,51.23,43.79,35.09
3552,2.49,3,2.83,17.8,50.86,42.88,35.63
3554,2.49,2.96,2.68,17.62,51.04,42.16,34.72
3556,2.49,3,2.83,18.36,50.68,43.61,34.91
3558,2.53,2.98,2.79,17.8,50.86,41.25,34.91
3560,2.49,3,2.82,17.62,51.04,42.7,35.27
3562,2.54,2.99,2.88,17.99,50.68,43.07,35.99
3564,2.54,3.02,2.82,17.8,50.86,42.52,34.72
3566,2.53,2.97,2.88,17.99,50.68,43.43,34.91
3568,2.52,3.03,2.81,18.17,50.68,43.61,35.09
3570,2.53,3.04,2.84,18.17,50.68,42.88,35.45
3572,2.55,3.08,2.7,17.8,50.86,43.25,35.99
3574,2.58,2.89,2.93,18.17,50.5,41.98,34.91
3576,2.54,3.01,2.92,17.8,51.04,43.07,34.91
3578,2.58,3.06,2.54,17.8,50.86,42.16,34.91
3580,2.58,3.07,2.93,18.17,50.68,41.98,35.09
3582,2.58,2.98,2.89,17.62,51.04,43.97,35.27
3584,2.57,3.03,3.12,17.99,50.68,42.16,35.63
3586,2.57,3.04,2.86,17.24,51.23,42.7,35.27
3588,2.55,2.95,2.9,17.8,50.86,44.52,34.54
3590,2.55,3,2.73,17.99,50.68,43.61,34.54
3592,2.51,2.86,2.93,17.24,51.23,43.61,34.36
3594,2.49,2.92,2.87,17.8,51.04,43.43,35.45
3596,2.49,2.97,2.71,17.43,51.23,41.8,35.09
3598,2.54,2.96,2.77,17.24,51.23,42.16,35.27
3600,2.52,3.02,2.92,17.43,51.04,42.34,35.09
3602,2.49,2.96,2.48,17.62,51.04,43.43,35.27
3604,2.5,2.92,2.91,17.24,51.23,42.16,34.72
3606,2.5,2.95,2.87,17.62,50.86,43.79,35.09
3608,2.48,2.94,2.87,17.43,51.04,43.43,34.54
3610,2.46,2.93,2.83,18.17,50.5,41.07,35.09
3612,2.46,2.87,2.86,17.99,50.86,43.25,34.18
3614,2.44,2.91,2.63,17.43,51.04,43.25,34.18
3616,2.46,2.93,2.78,18.17,50.5,41.98,35.09
3618,2.49,2.96,2.85,17.99,50.68,44.15,35.45
3620,2.51,2.93,2.79,17.99,50.68,43.79,35.63
3622,2.51,3.03,2.81,18.17,50.5,43.43,35.99
3624,2.49,3.02,2.76,17.99,50.68,44.88,35.63
3626,2.57,3.06,2.92,17.99,50.86,42.88,35.63
3628,2.58,3.1,2.85,17.99,50.68,42.34,36.17
3630,2.59,3.03,2.94,17.62,51.04,44.15,35.99
3632,2.61,3.14,2.97,17.8,50.68,43.97,35.27
3634,2.59,3.05,2.94,18.17,50.5,43.61,35.09
3636,2.61,2.98,2.83,17.99,50.86,41.8,35.27
3638,2.6,3.07,2.78,17.99,50.68,43.25,34.91
3640,2.56,3.07,2.96,17.43,51.04,43.07,34.91
3642,2.57,2.99,2.95,17.8,50.86,43.25,34.91
3644,2.56,3.07,2.96,18.17,50.68,43.07,34.54
3646,2.54,3.05,2.95,17.62,51.23,43.61,34.91
3648,2.53,2.83,2.86,17.8,50.86,43.79,34.91
3650,2.53,3.02,2.93,17.24,51.23,43.97,34.36
3652,2.52,3.01,2.85,17.24,51.23,43.07,34.72
3654,2.53,2.95,2.71,17.8,50.86,42.88,34
3656,2.52,3.01,2.94,17.24,51.23,43.97,34.18
3658,2.51,3,2.91,17.24,51.04,41.43,34.72
3660,2.5,3.02,2.93,17.43,51.04,43.25,34
3662,2.52,2.96,2.89,17.43,51.04,43.43,34
3664,2.56,3.07,2.89,17.8,50.86,42.16,34.72
3666,2.56,3.04,2.84,17.62,51.04,43.07,34
3668,2.57,2.97,2.8,17.24,51.23,42.16,34.54
3670,2.52,3.1,2.83,17.8,50.86,41.8,35.09
3672,2.56,3.06,2.99,17.43,51.04,42.7,34.72
3674,2.57,3.11,2.88,18.17,50.5,41.8,35.45
3676,2.55,3.03,2.78,17.8,50.86,41.07,35.27
3678,2.52,3.04,2.92,17.43,51.04,42.52,34.91
3680,2.57,3.01,2.87,17.99,50.68,43.43,34.91
3682,2.5,2.77,2.89,17.43,51.04,42.34,34.72
3684,2.52,3,2.96,17.99,50.68,44.52,34.36
3686,2.53,2.99,2.8,17.8,50.86,42.52,34.54
3688,2.5,3.01,2.85,17.62,51.04,44.15,34
